Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,UNSD Geographical Grouping,Source Quality
Sub-Saharan Africa,26-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,1,Vehicle Accident,"Dakar, Senegal",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-17.467686100000, 14.716677000000",NULL,Western Africa,2
North Africa,26-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,"Starvation, Dehydration","Brak Shati, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.268665800000, 27.550779000000",NULL,Northern Africa,2
Mediterranean,25-Nov-17,2017,Nov,1,NULL,1,66,NULL,1,1,Suffocation,"Off the coast of Mytilene, Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.117926486658, 26.584397197559",Eastern Mediterranean,Uncategorized,5
Mediterranean,25-Nov-17,2017,Nov,6,NULL,6,NULL,NULL,NULL,NULL,Presumed drowning,Unspecified location off the coast of Morocco,Caminando Fronteras,"35.850559281577, -5.679503544922",Western Mediterranean,Uncategorized,4
South Asia,25-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Jiroft, Kerman province, Iran",IOM Afghanistan,"28.675112400000, 57.737156900000",NULL,Southern Asia,4
Mediterranean,25-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,NULL,NULL,Presumed drowning,"Off the coast of Barbate, CÃ¡diz, Spain","Caminando Fronteras, ABC","36.178832465467, -5.909786224365",Western Mediterranean,Uncategorized,4
North Africa,31-Aug-15,2015,Aug,3,NULL,3,NULL,NULL,NULL,NULL,Starvation,"Sahara Desert, between Agadez, Niger and Tripoli, Libya",MHub,"27.754175784245, 13.910459906250",NULL,Northern Africa,2
Mediterranean,25-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Presumed drowning,"Off the coast of Tarifa, CÃ¡diz, Spain","Caminando Fronteras, ABC","35.988768038194, -5.611316155078",Western Mediterranean,Uncategorized,4
Southeast Asia,25-Nov-17,2017,Nov,3,NULL,3,1,2,1,NULL,Vehicle Accident,"Na Yai Arm-Ban Khao Wongkot road, in Kaeng Hang Maew district of Chanthaburi, Thailand",The Nation (Thailand Portal),"13.129562500000, 101.843556800000",NULL,South-eastern Asia,1
Mediterranean,25-Nov-17,2017,Nov,31,NULL,31,NULL,18,NULL,3,Drowning,"Off the coast of Garabulli, Libya","AFP, BBC, Libyan Coast Guard","32.801959442053, 13.720786873047",Central Mediterranean,Uncategorized,5
North Africa,24-Nov-17,2017,Nov,20,NULL,20,NULL,NULL,NULL,NULL,Vehicle Accident,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.140259400000, 30.214647000000",NULL,Northern Africa,2
South Asia,24-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Jiroft, Kerman province, Iran",IOM Afghanistan,"28.675112400000, 57.737156900000",NULL,Southern Asia,4
US-Mexico Border,24-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.179197800000, -112.947334100000",Central America to US,Northern America,5
North Africa,24-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,Excessive Physical Abuse,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.449522100000, 32.781101600000",NULL,Northern Africa,2
Mediterranean,24-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Presumed drowning,"3 nautical miles east of Benabdelmalek Ramdane, 38 km east of Mostaganem, Algeria",RÃ©flexion,"36.198825876138, 0.218307777344",Western Mediterranean,Uncategorized,1
Mediterranean,23-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,NULL,NULL,Presumed drowning,"Off the coast of Mostaganem, Algeria","Le Huffington Post Algeria, AlgÃ©rie Presse Service","36.059764585990, 0.090699623438",Western Mediterranean,Uncategorized,3
Mediterranean,23-Nov-17,2017,Nov,1,20,21,NULL,1,NULL,NULL,Sickness and lack of access to medicines,Unspecified location between Libya and Italy,"MSF Sea, Proactiva Open Arms, UNHCR via DPA","34.060179168559, 13.059502362500",Central Mediterranean,Uncategorized,4
South Asia,23-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Nimruz province, Afghanistan",Mixed Migration Monitoring Mechanism Initiative (4mi),"29.945985000000, 61.913843000000",NULL,South Asia,2
South Asia,23-Nov-17,2017,Nov,3,NULL,3,NULL,1,1,1,Shot or stabbed,"Kermanshah province, Iran, near border with Iraq",Mixed Migration Monitoring Mechanism Initiative (4mi),"34.220067000000, 45.629790000000",NULL,South Asia,2
Caribbean,22-Nov-17,2017,Nov,3,NULL,3,NULL,2,1,1,Vehicle Accident,"Motorway near Hato del Medio, Monte Cristi, Dominican Republic","Listin Diario, Loop Haiti","19.693913800000, -71.315631500000",NULL,Caribbean,3
North Africa,22-Nov-17,2017,Nov,3,NULL,3,NULL,NULL,NULL,NULL,"Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.919921880000, 24.537441720000",NULL,Northern Africa,2
Mediterranean,22-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Presumed drowning,"Off the coast of Mostaganem, Algeria","Le Huffington Post Algeria, AlgÃ©rie Presse Service","36.055323767952, 0.076966713281",Western Mediterranean,Uncategorized,3
Sub-Saharan Africa,22-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,1,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-8.002889200000, 12.639231600000",NULL,Western Africa,2
Mediterranean,22-Nov-17,2017,Nov,NULL,6,6,107,NULL,1,NULL,Presumed drowning,Unspecified location between Libya and Italy,Proactiva Open Arms,"34.405333936080, 13.982353925000",Central Mediterranean,Uncategorized,4
Sub-Saharan Africa,22-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",NULL,Western Africa,2
Europe,22-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Mountain village in Evros region, Greece",AP,"41.244376100000, 26.135943100000",NULL,Southern Europe,3
North Africa,21-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Harsh weather/lack of adequate shelter,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.578613280000, 25.215191680000",NULL,Northern Africa,2
Europe,21-Nov-17,2017,Nov,1,NULL,1,NULL,1,NULL,1,Hit by train,Serbia-Croatia border,MÃ©decins Sans FrontiÃ¨res,"45.152321827345, 19.133105568750",Western Balkans,Southern Europe,4
North Africa,21-Nov-17,2017,Nov,1,NULL,1,NULL,1,NULL,1,Harsh weather/lack of adequate shelter,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.062500000000, 25.195311080000",NULL,Northern Africa,2
North Africa,20-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.677734380000, 24.956491290000",NULL,Northern Africa,2
US-Mexico Border,19-Nov-17,2017,Nov,1,4,5,NULL,NULL,1,NULL,"Hyperthermia, Presumed drowning","Off the coast of La Jolla, San Diego County, California",KUSI News,"32.831945758514, -117.288437837700",Central America to US,Northern America,1
Mediterranean,19-Nov-17,2017,Nov,3,1,4,NULL,NULL,3,1,Drowning,"Santa Catalina, Ceuta, Spain","El Faro de Ceuta, Caminando Fronteras","35.904917419285, -5.291584069312",Western Mediterranean,Uncategorized,4
US-Mexico Border,19-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,NULL,NULL,Drowning,"All American Canal, between Bowker and Cole St., Calexico, Imperial County, California, USA",La CrÃ³nica,"32.694220045164, -115.465535807870",Central America to US,Northern America,1
North Africa,18-Nov-17,2017,Nov,1,NULL,1,NULL,1,NULL,NULL,"Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.741699220000, 29.277115800000",NULL,Northern Africa,2
North Africa,18-Nov-17,2017,Nov,3,NULL,3,NULL,NULL,NULL,NULL,Sickness and lack of access to medicines,"Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.856858600000, 23.311238900000",NULL,Northern Africa,2
North Africa,18-Nov-17,2017,Nov,20,NULL,20,NULL,NULL,NULL,NULL,"Starvation, Excessive Physical Abuse","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",NULL,Northern Africa,2
South Asia,18-Nov-17,2017,Nov,5,NULL,5,NULL,NULL,5,NULL,Shot,"District of Kech, Balochistan province, Pakistan, near the border with Iran",AFP via Yahoo! News,"26.156055800000, 63.014757800000",NULL,Southern Asia,3
Middle East,17-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Shot,"Syrian/Turkish border, Idlib province, near Iskenderun, Hatay, Turkey",Syrian Observatory for Human Rights,"36.479843444819, 36.551897838281",NULL,Western Asia,4
Mediterranean,17-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,NULL,NULL,Presumed drowning,"Off the coast of Mostaganem, Algeria","AlgÃ©rie Presse Service, Le Huffington Post Algeria","36.101939856583, 0.057740639063",Western Mediterranean,Uncategorized,3
North Africa,17-Nov-17,2017,Nov,3,NULL,3,NULL,NULL,NULL,NULL,Unknown,"Atbara, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"34.008439500000, 17.701452500000",NULL,Northern Africa,2
US-Mexico Border,17-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.904501800000, -110.419927800000",Central America to US,Northern America,5
Sub-Saharan Africa,16-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"7.986535000000, 16.974168900000",NULL,Western Africa,2
US-Mexico Border,16-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"31.965863000000, -110.245072000000",Central America to US,Northern America,5
Mediterranean,16-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,NULL,NULL,Drowning,"Al Maya, west of Tripoli, Libya",IOM Libya,"32.811542676207, 12.897253417969",Central Mediterranean,Uncategorized,4
North Africa,16-Nov-17,2017,Nov,1,NULL,1,NULL,1,NULL,NULL,Unknown,"Tripoli, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.191338300000, 32.887209400000",NULL,Northern Africa,2
Sub-Saharan Africa,16-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,Starvation,"N'Djamena, Chad",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.055741500000, 12.134845700000",NULL,Western Africa,2
US-Mexico Border,15-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Unknown,"Open desert, Ocotillo,  Imperial County, California",Imperial County Coroner's Office,"32.776457961447, -116.026452338870",Central America to US,Northern America,5
South Asia,15-Nov-17,2017,Nov,15,NULL,15,NULL,NULL,15,NULL,Shot,"Region of Buleda, Balochistan province, Pakistan",Reuters,"26.005743000000, 63.056980700000",NULL,Southern Asia,3
Sub-Saharan Africa,15-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,Excessive Physical Abuse,"Gao, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.027986700000, 16.263980700000",NULL,Western Africa,2
Sub-Saharan Africa,15-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,"Excessive Physical Abuse, Starvation, Dehydration","Dori, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-0.023320800000, 14.024647300000",NULL,Western Africa,2
Sub-Saharan Africa,15-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,"Starvation, Dehydration","Bobo Dioulasso, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-4.305154200000, 11.164921900000",NULL,Western Africa,2
North Africa,15-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,"Starvation, Excessive Physical Abuse","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",NULL,Northern Africa,2
North Africa,15-Nov-17,2017,Nov,5,NULL,5,NULL,NULL,NULL,NULL,Starvation,"Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.899829300000, 24.088938000000",NULL,Northern Africa,2
North Africa,14-Nov-17,2017,Nov,1,NULL,1,NULL,1,NULL,NULL,Sickness and lack of access to medicines,"Suakin, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"37.329286100000, 19.104038900000",NULL,Northern Africa,2
Central America,14-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Motorway Mexico-Orizaba, near CuauhtÃ©moc stadium, Puebla, Mexico",PeriÃ³dico Central,"19.067714400000, -98.187811600000",Central America to US,Central America,1
North Africa,14-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,NULL,NULL,Unknown,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.449522100000, 32.781101600000",NULL,Northern Africa,2
Central America,14-Nov-17,2017,Nov,2,NULL,2,24,NULL,2,1,Shot,"Near Huimanguillo, Tabasco, Mexico, in motorway Ocozocoautla, Chiapas-Las Choapas, Veracruz",ZÃ³calo,"17.832044100000, -93.391810600000",Central America to US,Central America,3
North Africa,14-Nov-17,2017,Nov,3,NULL,3,NULL,NULL,3,NULL,"Starvation, Excessive Physical Abuse","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.053676000000, 31.797583100000",NULL,Northern Africa,2
Central America,13-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Fall from train,"Train tracks in MazatlÃ¡n, Sinaloa, Mexico",Solo Noticias,"23.249414800000, -106.411142500000",Central America to US,Central America,1
North Africa,13-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"21.665039060000, 27.887942670000",NULL,Northern Africa,2
Central America,13-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,Murdered,"Bodies retrieved between Colonia Tonina and Azteca, Palenque, Chiapas, Mexico",Aristegui Noticias,"17.514978700000, -91.988387200000",Central America to US,Central America,3
Sub-Saharan Africa,13-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,1,Dehydration,"Niamey, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),"2.125385400000, 13.511596300000",NULL,Western Africa,2
North Africa,12-Nov-17,2017,Nov,1,NULL,1,NULL,1,NULL,NULL,Sickness and lack of access to medicines,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.429023600000, 27.036540600000",NULL,Northern Africa,2
Central America,12-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,Vehicle Accident,"Motorway near Malpaisillo, LÃ©on, Nicaragua",El Nuevo Diario,"12.616764381031, -86.678733699219",Central America to US,Central America,1
Sub-Saharan Africa,12-Nov-17,2017,Nov,1,NULL,1,NULL,1,NULL,NULL,Sickness and lack of access to medicines,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),"-1.519660300000, 12.371427700000",NULL,Western Africa,2
Mediterranean,12-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,NULL,NULL,Presumed drowning,"Bodies retrieved near Al Maya, west of Tripoli, Libya",IOM Libya,"32.821929803103, 12.898626708984",Central Mediterranean,Uncategorized,4
North Africa,12-Nov-17,2017,Nov,3,NULL,3,NULL,NULL,NULL,NULL,Harsh weather/lack of adequate shelter,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"22.609863280000, 29.200423170000",NULL,Northern Africa,2
US-Mexico Border,11-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Drowning,"RÃ­o Bravo, DÃ­az Ordaz, Tamaulipas, Mexico",El MaÃ±ana,"26.234772644307, -98.580264224268",Central America to US,Central America,3
Mediterranean,11-Nov-17,2017,Nov,1,NULL,1,NULL,1,NULL,NULL,Drowning,"Off the coast of Mantamado, northeastern coast of Lesvos, Greece","IOM Turkey, Turkish Coast Guard Command","39.328328251178, 26.428951143555",Eastern Mediterranean,Uncategorized,4
South Asia,11-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Boshahr province, Iran",IOM Afghanistan,"28.762073900000, 51.515007700000",NULL,Southern Asia,4
Mediterranean,11-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,1,Presumed drowning,"Palios Madamou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343995090707, 26.383975862793",Eastern Mediterranean,Uncategorized,5
Sub-Saharan Africa,11-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Tunduma, on the Tanzania-Zambia border",Mixed Migration Monitoring Mechanism Initiative (4Mi),"32.768947900000, 9.309564800000",NULL,Eastern Africa,2
South Asia,11-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Fars province, Iran",IOM Afghanistan,"29.104381300000, 53.045893000000",NULL,Southern Asia,4
Middle East,10-Nov-17,2017,Nov,2,NULL,2,NULL,1,1,NULL,Shot,"Syrian/Turkish border, Idlib province, near Iskenderun, Hatay, Turkey",Syrian Observatory for Human Rights,"36.540551558948, 36.584856822656",NULL,Western Asia,4
South Asia,10-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Vehicle Accident,"Karaj, Alborz province, Iran",IOM Afghanistan,"35.840018800000, 50.939090600000",NULL,Southern Asia,4
US-Mexico Border,9-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,"32.190352400000, -112.914147600000",Central America to US,Northern America,5
Mediterranean,9-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,1,Presumed drowning,"Sarakina Mamadou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.350632522991, 26.376079439453",Eastern Mediterranean,Uncategorized,5
North Africa,9-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Sickness and lack of access to medicines,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"15.534667970000, 24.297353380000",NULL,Northern Africa,2
Europe,9-Nov-17,2017,Nov,1,NULL,1,NULL,1,NULL,NULL,Drowning,"Evros River, near Tychero, Greece",UNHCR,"41.039322102826, 26.330938837939",NULL,Southern Europe,4
Mediterranean,9-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,NULL,Presumed drowning,"Beach in Tangiers, Morocco",Caminando Fronteras,"35.777154148825, -5.789837326123",Western Mediterranean,Uncategorized,4
US-Mexico Border,9-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Drowning,"RÃ­o Bravo, Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico",Debate,"26.143301175123, -98.330944598395",Central America to US,Central America,1
North Africa,8-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,"Starvation, Dehydration","Kassala, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"36.403962900000, 15.458133200000",NULL,Northern Africa,2
North Africa,8-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,1,Unknown,"Benghazi, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"20.086790900000, 32.119424200000",NULL,Northern Africa,2
North Africa,8-Nov-17,2017,Nov,2,NULL,2,NULL,NULL,2,2,"Starvation, Dehydration","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.106445310000, 29.051517840000",NULL,Northern Africa,2
North Africa,8-Nov-17,2017,Nov,2,NULL,2,NULL,2,NULL,NULL,Harsh weather/lack of adequate shelter,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"13.853759770000, 28.464013180000",NULL,Northern Africa,2
North Africa,7-Nov-17,2017,Nov,2,NULL,2,NULL,2,NULL,NULL,"Starvation, Dehydration, Harsh weather/lack of adequate shelter, Suffocation","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"14.238281250000, 24.557428430000",NULL,Northern Africa,2
North Africa,7-Nov-17,2017,Nov,5,NULL,5,NULL,NULL,NULL,NULL,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),"12.919921880000, 24.537441720000",NULL,Northern Africa,2
North Africa,7-Nov-17,2017,Nov,1,NULL,1,NULL,NULL,1,NULL,Sickness and lack of access to medicines,"Al Hajer, Sudan",Mixed Migration Monitoring Mechanism Initiative (4Mi),"33.229176960000, 14.101544910000",NULL,Northern Africa,2
Mediterranean,7-Nov-17,2017,Nov,1,NULL,1,10,NULL,NULL,NULL,Unknown (found on dinghy),"Unspecified location off the coast of Tangiers, Morocco",Alarm Phone,"35.875277696775, -5.696625198438",Western Mediterranean,Uncategorized,1
